,author_name,books_name
5160,Janny Wurts,"['The Curse of the Mistwraith (Wars of Light & Shadow, #1; Arc 1, #1)', 'Mistress Of The Empire (The Empire Trilogy, #3)', 'Shadowfane (The Cycle of Fire, #3)', 'The Curse of the Mistwraith (Wars of Light and Shadow, #1)', 'Grand Conspiracy (Wars of Light and Shadow, #5)', 'Fugitive Prince (Wars of Light & Shadow #4; Arc 3 - Alliance of Light, #1)', 'Warhost of Vastmark (Wars of Light & Shadow, #3; Arc 2 - The Ships of Merior, #2)', 'Keeper of the Keys (The Cycle of Fire, #2)']"
5161,Kirsty Wenn,['Harriet Greer Grows Up']
5162,Ludvig Holberg,['Niels Klims underjordiske rejse']
5163,Peter Zeeberg,['Niels Klims underjordiske rejse']
5164,Ole Sporring,['Niels Klims underjordiske rejse']
5165,Katie Salidas,"['Dark Salvation (Immortalis, #5)']"
5166,Stephanie Bond,"['I Think I Love You', 'Whole Lotta Trouble', 'Heat Wave: Rex on the Beach/Getting Into Trouble/Shaken and Stirred', '3 Men and a Body (Body Movers #3)']"
5167,Chloe Ryder,"['A Magical Friend (Princess Ponies, #1)']"
5168,Ha Jin,['Despojos de Guerra']
5169,Heidi Betts,['Heat Wave: Rex on the Beach/Getting Into Trouble/Shaken and Stirred']
5170,Jane McMorland Hunter,['Ode to London: Poems to Celebrate the City']
5171,Suzanne Enoch,"['Un sentimento pericoloso', 'Enmendar a un granuja']"
5172,Vanita Oelschlager,['The Pullman Porter']
5173,Melody Grace,"['Unbroken (Beachwood Bay, #1)']"
5174,Elizabeth Hart,"['Unbroken (Beachwood Bay, #1)']"
5175,Elin Mellerstedt,"['Loverholic Robotronic: en reportagebok om k-pop, fans och Sydkorea']"
5176,Johanna Stillman,"['Loverholic Robotronic: en reportagebok om k-pop, fans och Sydkorea']"
5177,Brittainy C. Cherry,"['Ti amo per caso  (Elements, #1)']"
5178,Jacob Hoye,['Vh1 100 Greatest Albums']
5179,Harlan Coben,"['Vh1 100 Greatest Albums', 'Six ans déjà', 'The woods']"
5180,John  Reed,['Vh1 100 Greatest Albums']
5181,Michael J. Garvey,['Vh1 100 Greatest Albums']
5182,Joe S. Harrington,['Vh1 100 Greatest Albums']
5183,Stuart Cohn,['Vh1 100 Greatest Albums']
5184,Raquel Bruno,['Vh1 100 Greatest Albums']
5185,David P. Galuski,['Vh1 100 Greatest Albums']
5186,Victor Hugo,"['Si Cantik dari Notre Dame', 'Les Miserables vol. 03 (Les Miserables, #3)', 'The Hunchback of Notre-Dame']"
5187,Sunaryono Basuki Ks,['Si Cantik dari Notre Dame']
5188,A.J. Maddicott,"['The Stillness of Time Travel (Benedict, #1)']"
5189,Brian Pedley,"['The Stillness of Time Travel (Benedict, #1)']"
5190,lela p`irosmanishvili,['კორალაინი']
5191,M. Lynne Cunning,['Blurred Lines']
5192,Sandrine Gasq-Dion,"['An Eye for an Eye (Santorno, #2)', 'A Betting Man / A Marrying Man (Men of Manhattan, #1-2)']"
5193,Vanessa Vale,['Their Stolen Bride']
5194,Shantay,['Lost in His Love']
5195,Kodi Scheer,"['Incendiary Girls: Stories', 'When a Camel Breaks Your Heart']"
5196,Violet Jackson,"[""Doctor's Love""]"
5197,A.J. Deutsch,"['A Subway Named Moebius', 'Laughing Space: an Anthology of Science Fiction Humour']"
5198,Peter Kasenda,['Hari - Hari Terakhir Sukarno']
5199,Roger LeRoy Miller,['Business Law Today: The Essentials']
5200,Gaylord A. Jentz,['Business Law Today: The Essentials']
5201,B.E. Sanderson,['In Deep Wish']
5202,Frank  Smith,['The Book of Learning and Forgetting']
5203,Jo Carlisle,"['Temptation at Twilight (Lords of Pleasure, #1)']"
5204,Rupert Dreyfus,"[""The Rebel's Sketchbook""]"
5205,Joan Jacobs Brumberg,['The Body Project: An Intimate History of American Girls']
5206,Jon Ronson,['The Elephant in the Room']
5207,Mia Couto,"['Cada Homem é uma Raça', 'Estórias Abensonhadas', 'Voices Made Night', 'Every Man Is a Race']"
5208,Tachibana Higuchi,"['Alice Academy, Vol. 24']"
5209,Ausra Sapranauskiene,['Septynios darnios santuokos taisyklės']
5210,Nan Silver,['Septynios darnios santuokos taisyklės']
5211,hmfry,['دست های نا پیدا']
5212,Dorothy Hoobler,"['The Demon In The Teahouse: Geisha Misterius, Pembakaran Kota dan Dendam Membara (Kisah Seikei Konoike, Buku 2)']"
5213,Thomas Hoobler,"['The Demon In The Teahouse: Geisha Misterius, Pembakaran Kota dan Dendam Membara (Kisah Seikei Konoike, Buku 2)']"
5214,Hari Ambari,"['The Demon In The Teahouse: Geisha Misterius, Pembakaran Kota dan Dendam Membara (Kisah Seikei Konoike, Buku 2)']"
5215,David Brookshaw,['Every Man Is a Race']
5216,Anne Schreiber,"[""Abu Monkeys Around: A Story from Disney's Aladdin""]"
5217,Katarina Mazetti,"['Le caveau de famille', 'Парень с соседней могилы']"
5218,Khephra Burns,['Mansa Musa: The Lion of Mali']
5219,Dana Fraedrich,"['Skateboards, Magic, and Shamrocks']"
5220,Robert J. Sawyer,"['Mindscan', 'Flashforward']"
5221,Danica Chandler,"['Hometown Glory  (Fox Creek, #1)']"
5222,Patricia Sheehan,['Moldova']
5223,Lynette Quek,['Moldova']
5224,Italo Svevo,['La coscienza di Zeno']
5225,Mario Lunetta,['La coscienza di Zeno']
5226,Regina   Santos,"['A Light in the Darkness: During WWII, a French Nurse and a German man Fight for Love Beyond Borders']"
5227,Oscar Brenifier,['Cuốn sách về những sự trái ngược mang tính triết học']
5228,Jacques Despres,['Cuốn sách về những sự trái ngược mang tính triết học']
5229,Phan Quang,['Cuốn sách về những sự trái ngược mang tính triết học']
5230,Bruce Clements,['What Erika Wants']
5231,Ryan Van Meter,['If You Knew Then What I Know Now']
5232,Roger Zelazny,['Hrad Amber - Obrazový průvodce']
5233,Neil Randall,['Hrad Amber - Obrazový průvodce']
5234,Kai Aareleid,['Linnade põletamine']
5235,Shiree McCarver,"['Visual-Kei Rock Star', 'All I Want For Christmas']"
5236,Scott Patterson,['The Quants']
5237,K.C. Bateman,"[""A Raven's Heart (Secrets & Spies, #2)""]"
5238,Jim Brandenburg,['Chased by the Light: A 90-Day Journey-Revisited After the Storm']
5239,Mike Cohn,['Scrum: Гибкая разработка ПО']
5240,Maik Kon,['Scrum: Гибкая разработка ПО']
5241,Alonzo L. Gaskill,['The Lost Teachings of Jesus on the Sacred Place of Women']
5242,Drew Cross,"['Grind Their Bones (DCI Wade, #1)']"
5243,Max Altschuler,['Hacking Sales: The Playbook for Building a High Velocity Sales Machine']
5244,Greg Rutherford,['Unexpected: the autobiography']
5245,Anne Kohler,['Ich bin gleich da']
5246,J.M. Stone,"['Skin Deep (Skin Deep, #1)']"
5247,Violet Summers,"[""Temair's Aire (Queens of Merab, #3)""]"
5248,Peter F. Hamilton,"['Great North Road', 'La Crisi della Realtà. Volume 2: Attacco!', ""Manhattan a l'envers""]"
5249,K.D. Jones,"['Her Big Bad Polar Bear (Polar Bear Express, #1)']"
5250,John O'Grady,"[""Nino Culotta's They're a Weird Mob"", 'No Kava For Johnny']"
5251,Henri Szeps,"[""Nino Culotta's They're a Weird Mob""]"
5252,Jason M. Hough,['Zero World']
5253,Lois McMaster Bujold,['The Hallowed Hunt']
5254,Mimi Marten,['My name is TIARRA  (book #1)']
5255,Mira Schor,"['Wet: On Painting, Feminism, and Art Culture']"
5256,Max Gladstone,['Three Parts Dead']
5257,Claudia Alick,['Three Parts Dead']
5258,Jennifer L. Allen,['Here Without You']
5259,James Eli Shiffer,['The King of Skid Row: John Bacich and the Twilight Years of Old Minneapolis']
5260,James P. Lenfestey,['If Bees Are Few: A Hive of Bee Poems']
5261,V&R,['No soy un serial killer (Saga John Cleaver)']
5262,National Geographic Kids,['Awesome 8: 50 Picture-Packed Top 8 Lists!']
5263,Elizabeth Carney,['Ellis Island']
5264,Kazuyuki Amemiya,['絶頂集 [Zecchoushuu]']
5265,Yuki Amemiya,"['絶頂集 [Zecchoushuu]', 'Battle Rabbits, Vol. 1']"
5266,Kyoko Sakura,['絶頂集 [Zecchoushuu]']
5267,Tawna Fenske,['Believe It or Not']
5268,Graysen Blue,['Sins of September (September #1)']
5269,Ronie Kendig,['Raptor 6 (Quiet Professionals #1)']
5270,H. Ken Cordell,['Outdoor Recreation in American Life: A National Assessment of Demand and Supply Trends']
5271,Frantisek Kotleta,['Velké problémy v malém Vietnamu']
5272,Claudia Hammond,['Il mistero della percezione del tempo']
5273,Alessandra Montrucchio,['Il mistero della percezione del tempo']
5274,Shannon Guymon,"['At Last (Love and Weddings Trilogy, #3)']"
5275,Ming Li,['An Introduction to Kolmogorov Complexity and Its Applications']
5276,Paul Vitanyi,['An Introduction to Kolmogorov Complexity and Its Applications']
5277,Lauren Smith Brody,"[""The Fifth Trimester: The Working Mom's Guide to Style, Sanity, and Big Success After Baby""]"
5278,Regina Brett,['Be the Miracle: 50 Lessons for Making the Impossible Possible']
5279,Aubrey Wynne,['To Cast A Cliché (A Just For Sh*#& and Giggles Short Story Book 2)']
5280,Paul Thomas Murphy,"['Shooting Victoria: Madness, Mayhem, and the Rebirth of the British Monarchy']"
5281,Guy Endore,['The Werewolf of Paris: A Novel']
5282,Al-Mas'udi,['From the Meadows of Gold']
5283,C.L. Murray,['A Facet for the Gem (The Tale of Eaglefriend #1)']
5284,Charles Emmerson,['1913: In Search of the World Before the Great War']
5285,Ben H. Shepherd,"[""Hitler's Soldiers: The German Army in the Third Reich""]"
5286,Stephen R. Lawhead,"['La guerra del paraíso (La canción de Albión, #1)']"
5287,Leslie Ann Moore,['Tangle of Fates']
5288,Lilith Grey,"['At His Throat, A Promise']"
5289,Thomas Keneally,['Season In Purgatory']
5290,Carrie Ann Ryan,"['Passion Restored (Gallagher Brothers #2)', 'Buried and Shadowed (Branded Packs Book 3)']"
5291,Peter  Murray,['فن عصر النهضة']
5292,Linda Murray,['فن عصر النهضة']
5293,fkhry khlyl,['فن عصر النهضة']
5294,slmn lwsTy,['فن عصر النهضة']
5295,Rudra Pratap,['Getting Started with MATLAB: A Quick Introduction for Scientists and Engineers']
5296,Bettye Griffin,['Secrets & Sins']
5297,Richard Bachman,"['The Regulators', 'Blaze', 'Thinner']"
5298,Mason Black,['The Dalius Cure']
5299,Kathleen Gregory,['Setting and Using Criteria (Knowing What Counts)']
5300,Caren Cameron,['Setting and Using Criteria (Knowing What Counts)']
5301,Anne Davies,['Setting and Using Criteria (Knowing What Counts)']
5302,Sandra Herbst,['Setting and Using Criteria (Knowing What Counts)']
5303,Mauri Kunnas,['The Canine Kalevala']
5304,Alexandra Connor,['The Face in the Locket']
5305,Fred Gipson,['Old Yeller']
5306,Tisa Wenger,['We Have a Religion: The 1920s Pueblo Indian Dance Controversy and American Religious Freedom']
5307,Jonathan London,"['Froggy Gets Dressed Board Book', 'Here Comes Firefighter Hippo', 'Hurricane!']"
5308,Frank Remkiewicz,['Froggy Gets Dressed Board Book']
5309,Frederick Allen,['Atlanta Rising: The Invention of an International City 1946-1996']
5310,Julie Koh,['Portable Curiosities']
5311,Piper Shelly,['Teamwechsel (Grover Beach Team #1)']
5312,Anna Katmore,['Teamwechsel (Grover Beach Team #1)']
5313,Nancy Holder,"['La crociata dei vampiri', 'Immortal (Buffy the Vampire Slayer: Season 3, #9)']"
5314,Debbie Viguie,['La crociata dei vampiri']
5315,Lorena Marrocco,['La crociata dei vampiri']
5316,Manuel Mata,"['Inframundo (Underworld, #1)']"
5317,Martin Ash,"[""OrbSoul (Enchantment's Reach #6)""]"
5318,Darryl Sollerh,['SHaDOW GAME']
5319,Max Luscher,['Il test rapido dei colori Lüscher']
5320,Donatella Besana,['Il test rapido dei colori Lüscher']
5321,C.C. Hunter,"['Geboren um Mitternacht (Shadow Falls, #1)']"
5322,Lynn Flewelling,"['Střepy času (Noční běžci, #7)', 'Stalking Darkness (Nightrunner, #2)', ""The Oracle's Queen (The Tamír Triad, #3)""]"
5323,Hana Vlcinska,"['Střepy času (Noční běžci, #7)']"
5324,Michael Komarck,"['Střepy času (Noční běžci, #7)']"
5325,Al Carraway,['More Than the Tattooed Mormon']
5326,Jessie Burton,['The Miniaturist']
5327,Pittacus Lore,"['The Revenge of Seven (Lorien Legacies, #5)', 'The Power of Six', 'United as One (Lorien Legacies, #7)']"
5328,Theresa Trinder,['All the Ways I Love You']
5329,Malcolm Crook,['Revolutionary France: 1788-1880']
5330,Clark Casey,['Dawn in Damnation']
5331,Daphne du Maurier,['Rebeca']
5332,Evgenii Grishkovets,['Асфальт']
5333,Janina Rossiter,['The ABC animal picnic:']
5334,Paolo Zellini,"[""Breve storia dell'infinito""]"
5335,Deborah Blumenthal,['The Chocolate-Covered-Cookie Tantrum']
5336,Harvey Stevenson,['The Chocolate-Covered-Cookie Tantrum']
5337,Laura Tillman,['The Long Shadow of Small Ghosts: Murder and Memory in an American City']
5338,Miroslava Varackova,['Len to nikomu nepovedz']
5339,Robert Bloch,['Midnight Pleasures']
5340,Chris Enss,['Bedside Book of Bad Girls: Outlaw Women of the Midwest']
5341,Dudley Pope,"[""Ramage's Prize (The Lord Ramage Novels, #5)"", 'Ramage (The Lord Ramage Novels, #1)']"
5342,Wanda B. Campbell,['Home Again: Stories of Restored Relationships']
5343,Dijorn Moss,['Home Again: Stories of Restored Relationships']
5344,Bernard Boulton,['Home Again: Stories of Restored Relationships']
5345,Alvin C. Romer,['Home Again: Stories of Restored Relationships']
5346,Linda Beed,['Home Again: Stories of Restored Relationships']
5347,Maurice M. Gray Jr.,['Home Again: Stories of Restored Relationships']
5348,Tavares S. Carney,['Home Again: Stories of Restored Relationships']
5349,Tyora M. Moody,['Home Again: Stories of Restored Relationships']
5350,Trinea Moss,['Home Again: Stories of Restored Relationships']
5351,Shenette Jones,['Home Again: Stories of Restored Relationships']
5352,Bronislaw Zielinski,['Słońce też wschodzi']
5353,Matthew D. Zbaracki,['Best Books for Boys: A Resource for Educators']
5354,Jon Scieszka,['Best Books for Boys: A Resource for Educators']
5355,D. Nichole King,['Breaking Through']
5356,Ole Lund Kirkegaard,['Pudding Tarzan']
5357,Stuart Isacoff,"[""When the World Stopped to Listen: Van Cliburn's Cold War Triumph, and Its Aftermath""]"
5358,James R. Arnold,['The Illustrated History of The Vietnam War: Armor']
5359,Olivia Ardey,['Regálame París']
5360,Russell*,['Gavin']
5361,Scholastic Inc.,['Welcome to HorrorLand: A Survival Guide']
5362,Sally Huss,['The Little Leprechaun who Loved Yellow!']
5363,Jonardon Ganeri,['The Lost Age of Reason: Philosophy in Early Modern India 1450-1700']
5364,Ellisa Barr,['Outage']
5365,Sonia Moore,['Stanislavski Sistemi: Oyunculuk Eğitimi İçin Bir El Kitabı']
5366,Jillian Dodd,['That boy']
5367,Kimberla Lawson Roby,['Sin of a Woman']
5368,Jostein Gaarder,['Sofies verden']
5369,Elizabeth Eulberg,['Prom and Prejudice']
5370,Linda Goodman,['Los Signos del Zodiaco y su Carácter']
5371,Marta I. Guastavino,['Los Signos del Zodiaco y su Carácter']
5372,Evie Rose,['Deception']
5373,Jenny Stallard,['Boyfriend by Christmas']
5374,J. Tomas,['Rebellion (The Colony #1)']
5375,Davide Fabbri,['Victorian Undead II: Sherlock Holmes vs. Dracula']
5376,Benni Bodker,['Blod vil have blod']
5377,Karen Vad Bruun,['Blod vil have blod']
5378,Larry Seeley,['17 Degrees North']
5379,Mary Balogh,"['At Last Comes Love (Huxtable Quintet, #3)', 'Šteklivé tajomstvá (Huxtable Quintet, #5)', 'Rakes and Rogues']"
5380,Dyrk Ashton,"['Paternus (Paternus, #1)']"
5381,Hidenori Kusaka,"['Pokémon Adventures, Vol. 10']"
5382,Satoshi Yamamoto,"['Pokémon Adventures, Vol. 10']"
5383,Kelli Sue Landon,['Nightmare at Camp Forrestwood: A Young Adult Whodunit']
5384,Fernando Pessoa,['Huzursuzluğun Kitabı']
5385,Saadet Ozen,['Huzursuzluğun Kitabı']
5386,Ken                        Johnson,['The Ancient Magic of the Pyramids']
5387,Jacquelyn Frank,"['Cursed by Ice (Immortal Brothers, #2)', 'Forsaken (The World of Nightwalkers, #3)']"
5388,Winifred Norling,['The Daring of Daryl']
5389,Roma Downey,['Son of God']
5390,Mark Burnett,['Son of God']
5391,Rexanne Becnel,"['The Mistress of Rosecliffe (Rosecliffe #3)', 'The Troublemaker (Maker, #2)']"
5392,Eoin Colfer,"['The Arctic Incident (Artemis Fowl, #2)', 'The Lost Colony (Artemis Fowl, #5)', 'The Eternity Code (Artemis Fowl, #3)']"
5393,Matthew Holm,"['Captain Disaster (Squish, #4)']"
5394,A.J. Wood,['In the Rain Forest']
5395,Maurice Pledger,['In the Rain Forest']
5396,Yumiko Igarashi,['Joséphine Impératrice Volume 3']
5397,Kaoru Ochiai,['Joséphine Impératrice Volume 3']
5398,Simona Sparaco,['Nessuno sa di noi']
5399,Deanna DiLorenzo,"['Tell Me (Tell Me, #1)']"
5400,J.B. Cameron,"['Reading The Dead (The Sarah Milton Chronicles, #1)']"
5401,Dai Sijie,['Balzac dan Si Penjahit Cilik dari Cina']
5402,Christine  Bell,"['Down for the Count (Dare Me, #1)', 'Dirty Deal (Perfectly Matched, #2)']"
5403,Shane K.P. O'Neill,"['Birth Of The Monster (The Dracula Chronicles, #6.0)']"
5404,Federico Moccia,"['Perdona Pero Quiero Casarme Contigo (Perdona Si Te Llamo Amor, #2)', 'Cercasi Niki disperatamente']"
5405,Berit Ellingsen,['Beneath the Liquid Skin']
5406,GlmHsyn `rby,['کمد شماره13 - از سری کتابهای تالار وحشت شماره 2']
5407,David Harvey,['The Enigma of Capital and the Crises of Capitalism']
5408,Hilda Reilly,['Guises of Desire']
5409,Brenda Joyce,"['Deadly Vows (Francesca Cahill Deadly, #9)']"
5410,Damon Knight,"['Beyond the Barrier', 'Laughing Space: an Anthology of Science Fiction Humour']"
5411,John      Boyd,['The Pollinators of Eden']
5412,Boyd Bradfield Upchurch,['The Pollinators of Eden']
5413,Vladimir Kostiha,"[""Řev Metřida (Benjamin Woodsley Chichester King's Series #4)""]"
5414,Maryann Jordan,"['Coming Home (Baytown Boys, #1)']"
5415,Kathleen Kuiper,['The 100 Most Influential Women of All Time']
5416,M.C. Muhlenkamp,['Omens of Doom (Markram Battles Part 2)']
5417,Louise Martin,['THE WILDLIFE IN DANGER SERIES: RHINOCEROS']
5418,Gary Player,"[""The Golfer's Guide to the Meaning of Life: Lessons I've Learned from My Life on the Links""]"
5419,Jessie Haas,"['Horse Crazy!: Fun Facts, Ideas, Activities, Projects, Games, and Know-How for Horse-Loving Kids']"
5420,Caroline Elkins,"[""Imperial Reckoning: The Untold Story of Britain's Gulag in Kenya""]"
5421,Daniil Kharms,"['Disastri', 'Disastri']"
5422,Paolo Nori,['Disastri']
5423,Sandy Blair,['the laird']
5424,Megan Crane,['I Love the 80s']
5425,Jeff Galloway,"[""Women's Complete Guide to Walking""]"
5426,Barbara Galloway,"[""Women's Complete Guide to Walking""]"
5427,Marie Astor,['Bad Guys Get Caught (Janet Maple #3)']
5428,Ari Haasio,['Tiedon avain: Opas tiedonlähteille']
5429,bn Tfyl,['حي بن يقظان']
5430,Lukas Setia Atmaja,['Who Wants To Be A Smiling Investor']
5431,Thomdean,['Who Wants To Be A Smiling Investor']
5432,Jenn Bennett,['Night Owls']
5433,Edward G. Seidensticker,['Thousand Cranes']
5434,Marc Levinson,['The Great A&p and the Struggle for Small Business in America']
5435,Heather Killough-Walden,"['Sam I Am', 'Sam I Am (October Trilogy, #1)']"
5436,Melanie Linn Gutowski,"[""Pittsburgh's Mansions""]"
5437,Laylah Roberts,"['A Cowboy To Call Her Own', 'Firecracker', 'Her Old-Fashioned Husband']"
5438,Bonnie Pryor,['Thomas in Danger: 1779']
5439,Bert Dodson,['Thomas in Danger: 1779']
5440,Alan Charles Kors,['The Birth Of The Modern Mind: The Intellectual History Of The 17th And 18th Centuries']
5441,Tara Lohan,['Water Consciousness: How We All Have to Change to Protect Our Most Critical Resource']
5442,Vandana Shiva,['Water Consciousness: How We All Have to Change to Protect Our Most Critical Resource']
5443,Katie Roiphe,['Lof van het rommelige leven']
5444,Toon Dohmen,['Lof van het rommelige leven']
5445,John Meade Falkner,['Moonfleet']
5446,Bianca Jackson,"['Defining Moments in History: Over a Century of the People, Discoveries, Disasters, and Political and Cultural Events that Rocked the World']"
5447,Jonathan Morton,"['Defining Moments in History: Over a Century of the People, Discoveries, Disasters, and Political and Cultural Events that Rocked the World']"
5448,Patrick J. Finn,['Literacy with an Attitude: Educating Working-Class Children in Their Own Self-Interest']
